"duration";"wage.increase.first.year";"wage.increase.second.year";"wage.increase.third.year";"cost.of.living.adjustment";"working.hours";"pension";"standby.pay";"shift.differential";"education.allowance";"statutory.holidays";"vacation";"longterm.disability.assistance";"contribution.to.dental.plan";"bereavement.assistance";"contribution.to.health.plan";"class"
2;4,5;4;3,99230769230769;"none";40;"none";7,33333333333333;4;"no";10;"generous";"yes";"half";"yes";"full";"good"
2,18181818181818;3,70454545454545;3,99166666666667;3,99230769230769;"none";38;"empl_contr";7,33333333333333;5;"no";11;"generous";"yes";"half";"yes";"half";"good"
1;2;3,99166666666667;3,99230769230769;"tc";40;"ret_allw";4;0;"no";11;"generous";"no";"none";"no";"none";"bad"
1;5,7;3,99166666666667;3,99230769230769;"none";40;"empl_contr";7,33333333333333;4;"no";11;"generous";"yes";"full";"yes";"full";"good"
2;3,5;4;3,99230769230769;"none";40;"none";7,33333333333333;2;"no";10;"below_average";"no";"half";"yes";"half";"bad"
2;2;2,5;3,99230769230769;"none";35;"none";7,33333333333333;6;"yes";12;"average";"yes";"half";"yes";"full";"good"
2;4,6;4,6;3,99230769230769;"tcf";38;"none";7,33333333333333;5,16;"no";11,0238095238095;"below_average";"yes";"half";"yes";"half";"good"
2;2,5;3;3,99230769230769;"none";40;"none";7,33333333333333;5,16;"no";11;"below_average";"yes";"half";"yes";"full";"bad"
3;3,7;4;5;"tc";38,0731707317073;"none";7,33333333333333;5,16;"yes";11,0238095238095;"below_average";"yes";"half";"yes";"full";"good"
2;5;4;3,99230769230769;"none";37;"none";7,33333333333333;5;"no";11;"below_average";"yes";"full";"yes";"full";"good"
1;2,8;3,99166666666667;3,99230769230769;"none";35;"none";7,33333333333333;2;"no";12;"below_average";"yes";"half";"yes";"full";"good"
2;2;3;3,99230769230769;"none";38;"empl_contr";7,33333333333333;5,16;"yes";12;"generous";"yes";"none";"yes";"full";"bad"
1;3;3,99166666666667;3,99230769230769;"none";36;"none";7,33333333333333;10;"no";11;"generous";"yes";"half";"yes";"full";"good"
3;3,5;4;4,6;"tcf";27;"none";7,33333333333333;5,16;"no";11,0238095238095;"below_average";"yes";"half";"yes";"full";"good"
3;4,5;4,5;5;"none";40;"none";7,33333333333333;5,16;"no";12;"average";"yes";"half";"yes";"half";"good"
2;6,4;6,4;3,99230769230769;"none";38;"none";7,33333333333333;4;"no";15;"below_average";"yes";"full";"yes";"full";"good"
3;3;2;2,5;"tc";40;"none";7,33333333333333;5;"no";10;"below_average";"yes";"half";"yes";"full";"bad"
1;4;3,99166666666667;3,99230769230769;"none";38,0731707317073;"none";7,33333333333333;5,16;"yes";11;"average";"no";"none";"no";"none";"bad"
2;4,5;4;3,99230769230769;"none";40;"none";7,33333333333333;5;"no";11;"average";"yes";"full";"yes";"full";"good"
3;3,5;4;4,6;"none";36;"none";7,33333333333333;3;"no";13;"generous";"yes";"half";"yes";"full";"good"
2;5;4,5;3,99230769230769;"none";38;"none";14;5;"no";11;"below_average";"yes";"half";"yes";"full";"good"
2;2,5;3;3,99230769230769;"tcf";40;"none";7,33333333333333;5,16;"no";11;"below_average";"yes";"half";"yes";"full";"bad"
3;3,5;4;5,1;"tcf";37;"none";7,33333333333333;4;"no";13;"generous";"yes";"full";"yes";"full";"good"
3;5;5;5;"none";40;"none";7,33333333333333;5,16;"no";12;"average";"yes";"half";"yes";"half";"good"
3;4,5;4,5;5;"none";40;"none";7,33333333333333;5,16;"no";11;"average";"yes";"half";"yes";"full";"good"
2;4;5;3,99230769230769;"none";40;"none";7,33333333333333;3;"no";10;"below_average";"no";"none";"yes";"none";"bad"
2;2,5;2,5;3,99230769230769;"tc";39;"empl_contr";7,33333333333333;5,16;"no";12;"average";"yes";"half";"yes";"full";"bad"
3;2;2,5;3,99230769230769;"none";35;"none";7,33333333333333;5,16;"no";10;"average";"yes";"half";"yes";"full";"bad"
3;5;4,4;3,99230769230769;"none";38;"empl_contr";10;6;"no";11;"generous";"yes";"half";"yes";"full";"good"
2;4,5;5,8;3,99230769230769;"none";35;"ret_allw";7,33333333333333;5,16;"yes";11;"below_average";"yes";"full";"yes";"full";"good"
1;5;3,99166666666667;3,99230769230769;"none";40;"none";7,33333333333333;2;"no";11;"average";"yes";"half";"yes";"full";"good"
